average_salary,Location
48380.0,"Toulouse, France"
48250.0,"St. Cloud, MN USA"
48208.0,"Syracuse, New York"
48166.6666666667,Bristol CT USA
48133.3333333333,Goshen Indiana US
48100.0,"Darwin, Australia"
48066.6666666667,Manitoba
48000.0,upstate South Carolina
48000.0,sault ste marie/MI/USA
48000.0,"Whitewater, WI"
48000.0,"Union, MO USA"
48000.0,"Trenton, New Jersey"
48000.0,Southeast Texas United States
48000.0,"Sierra Vista, Arizona USA"
48000.0,Sherwood park AB
48000.0,Rural Wisconsin
48000.0,Racine/WI/United States
48000.0,"RTP, North Carolina, United States"
48000.0,"ON, Canada"
48000.0,North Little Rock AR
48000.0,Merced/California/USA
48000.0,Latvia
48000.0,Janesville WI
48000.0,"Gulfport, MS"
48000.0,"Crystal City, VA"
48000.0,"Bladensburg, MD USA"
48000.0,"Big City, Southwestern US"
47950.0,"Newport, South Wales"
47950.0,Derby
47903.0,"Cumberland, MD"
47800.0,"South Jordan, Utah, USA"
47800.0,"Rocky Hill, CT , USA"
47785.7142857143,Kansas/USA
47650.0,Laconia NH USA
47575.0,Berlin
47500.0,"Whatcom County, WA"
47500.0,West Valley / Utah / United States
47500.0,"Newport, KY, USA"
47500.0,"New Hope, MN"
47500.0,Maysville KY USA
47500.0,Kingman Ks usa
47400.0,"Kyiv, Ukraine"
47360.0,Waikato
47360.0,"Gold Coast, Queensland, Australia"
47320.0,Mendota/IL/USA
47320.0,"Beloit, WI, USA"
47200.0,Rotterdam
47150.5,"Marion, AL, USA"
47000.0,"Tavares, FL"
47000.0,"Pacific Grove, CA"
47000.0,"Ozark, MO"
47000.0,"Orem, Utah"
47000.0,"New Bedford, MA, USA"
47000.0,"Mission, KS USA"
47000.0,Columbiana Ohio
47000.0,"Chesterfield, Michigan, United States"
47000.0,Buffalo/minnesota/usa
47000.0,"Athens, OH United States"
47000.0,"Alamance County, NC"
46800.0,"Alton, IL USA"
46798.0,"Chambersburg, PA"
46700.0,"Yaounde, Cameroon"
46650.0,"Evanston, IL USA"
46620.0,Melbourne NSW
46600.0,Metter Georgia USA
46600.0,"Fitchburg, MA USA"
46576.0,"DeRidder, Louisiana"
46533.3333333333,"Rapid City, South Dakota USA"
46500.0,"Manhattan, KS, USA"
46500.0,"Grand Ledge, MI, US"
46500.0,"Ashland, OR, USA"
46500.0,"Alachua, FL USA"
46400.0,"STarkville, Mississippi"
46400.0,Mid-size city/ Southeast/ US
46400.0,"Job-Gatineau, QC, Canada Me - Ottawa, ON, Canada"
46300.0,"Westlake, Ohio, USA"
46147.44,"Lyon, France"
46125.0,"Southwest Harbor, Maine, USA"
46123.3333333333,Bristol
46020.0,"Jena, Germany"
46005.0,"Holland, MI, USA"
46000.0,Work in New Mexico
46000.0,Sandy Springs / GA / USA
46000.0,"Rural Texas, USA"
46000.0,"Ogden, UT"
46000.0,Houston/Missouri/USA
46000.0,"Hawley, MN USA"
46000.0,Geogia
46000.0,Durham bc
46000.0,Dublin/Ohio/United States
46000.0,"Clackamas, Oregon United States"
46000.0,Cheahlis/wa/United States
46000.0,"Battle Creek, MI"
45895.0,Cheshire/uk
45801.0,Live Oak/Florida/United States
45700.0,"Midland Park, NJ, USA"
45670.0,"Heathrow, FL"
45600.0,Fredeiricton/New Brunswick/Canada
45591.0,Hiroshima/Hiroshima/Japan
45500.0,"Libertyville, IL USA"
45500.0,"Hickory, North Carolina"
45360.0,"Manitoba, Canada"
45347.0,"Scotland, UK"
45282.6666666667,Lakewood/CO/USA
45210.0,"Shrewsbury, England"
45210.0,"Midlands, England"
45210.0,Beaconsfield
45200.0,Collingwood Ontario canada
45140.0,"Townsville, Qld, Australia"
45140.0,Tauranga New Zealand
45000.0,Woodstock Georgia US
45000.0,"Troy, Michigan"
45000.0,"Stuart, Florida USA"
45000.0,Stanley NC Gaston County
45000.0,South Sudan
45000.0,"Saratoga, CA USA"
45000.0,"Rural, Indiana"
45000.0,"Rockledge, FL, Brevard"
45000.0,"Reston, ckva"
45000.0,"Oxnard, CA, 🇺🇸"
45000.0,Mountain West
45000.0,Moscow/Idaho/USA
45000.0,"Milwaukee, WI (United States)"
45000.0,"Middlebury, Vermont"
45000.0,Meadville/PA/USA
45000.0,"McLean, VA (DC area) USA"
45000.0,Manassad/VA/UnitedStates
45000.0,"Kaukauna, WI, USA"
45000.0,Hebron/Indiana/united states
45000.0,Florence AL
45000.0,"Clark, New Jersey"
45000.0,"Carlisle, PA"
45000.0,"Cape May Court House, NJ, USA"
45000.0,"Bangalore, India"
45000.0,"Albany, NY area"
44867.5,"Nottingham, England"
44800.0,Quebec
44800.0,"Burnaby, BC, Canada"
44750.0,"Skowhegan, Maine, Somerset"
44733.3333333333,"Covington, LA, USA"
44533.3333333333,"Guelph, Ontario, Canada"
44500.0,"Harford County, MD"
44400.0,Polk County/ Florida/ USA
44250.0,Portugal
44027.0,"Waldorf, MD Usa"
44000.0,tifton/ga/usa
44000.0,"hemet, california, USA"
44000.0,"Vineland, NJ USA"
44000.0,"Rural area, Indiana, USA"
44000.0,Oakland Park/ Florida/ USA
44000.0,"Markham, ON, Canada"
44000.0,"Athens, Tennessee / USA"
43880.0,"Troy, OH USA"
43840.0,Isle of Man
43840.0,British Channel Islands
43800.0,"Ottumwa, Iowa, USA"
43724.0,"New Ulm, Minnesota"
43587.804,"Peterborough, Cambridgeshire, UK"
43500.0,"Woodstock, IL 60098"
43500.0,MA/RI Border
43500.0,Des Plaines/IL/USA
43500.0,Davie nc
43319.0,"Cumming, Georgia, USA"
43300.0,Phnom Penh Cambodia
43200.0,brampton ontario canada
43200.0,"Tualatin, OR, USA"
43200.0,Miami/Oklahoma/USA
43064.0,Pueblo/co/usa
43000.0,Lynden/Washington/USA
43000.0,"Largo, FL"
43000.0,Deatsville/Alabama/USA
43000.0,"Carmel, IN USA"
43000.0,Baraboo/WI/USA
42862.32,Brussels
42848.0,Antarctica
42800.0,"Hatfield, AR"
42800.0,"Amman, Jordan"
42659.0,"Mount Prospect, IL, USA (Chicago suburb)"
42600.0,"Red Bluff, CA"
42500.0,"Shillington, PA USA"
42500.0,"Roslyn Harbor, NY"
42500.0,Illinois (rural)
42500.0,"Henniker, NH, USA"
42500.0,"Federal Way, Wa US"
42500.0,"Berryville, Arkansas, US"
42409.6,Fargo/North Dakota/USA
42380.0,Centerville Ohio USA
42196.0,Nottingham
42173.3333333333,"Bartow County, Georgia"
42110.0,mEMPHIS
42000.0,"Weslaco, Texas, Hidalgo"
42000.0,Troy Alabama
42000.0,"Toms River, NJ"
42000.0,"Somerset, New Jersey"
42000.0,"Somers Point, NJ USA"
42000.0,"Salina, KS, USA"
42000.0,Renton
42000.0,Orono/Maine/United States
42000.0,"Lynn, Ma, United States"
42000.0,Long Beach/NY/USA
42000.0,"Largo, MD"
42000.0,"Farmville, VA"
42000.0,"Dickson, TN, USA"
42000.0,"Des Moines, Iowa, United States"
42000.0,"Derby, KS, United States of America"
42000.0,"CairoC airo,"
42000.0,"Brownsville, TX"
42000.0,"Bronxville, NY, USA"
42000.0,"Anderson, Indiana, USA"
42000.0,"Allegan, MI, USA"
41933.3333333333,Jeffersonville/IN/USA
41932.0,Libby/MT/USA
41870.0,"Brunswick, GA, USA"
41814.5,"Youngstown, OH, US"
41800.0,"Newfoundland and Labrador, Canada"
41796.2857142857,"Flagstaff, AZ, USA"
41737.0,Carrollton Georgia
41702.8,"Reading, UK"
41700.0,"Dahlonega, Georgia, USA"
41600.0,"Menomonie, WI USA"
41600.0,"Fallon, NV"
41600.0,"Camarillo, CA United States"
41600.0,"Aurora, CO, United States"
41505.0,"Queens, New York, USA"
41500.0,"Port Orchard, WA USA"
41500.0,"Platteville, WI"
41500.0,"Newtown Square,P USA"
41500.0,"Mesa, Arizona"
41500.0,"CA, United States"
41418.0,Antwerp Belgium
41333.3333333333,"Milford, NH USA"
41100.0,London/Greater London/UK
41100.0,"Derby, UK"
41059.0,"Lake Oswego, OR USA"
41024.0,"Crestview Hills, KY"
41000.0,"Roanoke, VA"
41000.0,"Prescott, Arizona, U.S.A."
41000.0,"Norman, Oklahoma"
41000.0,"New York, USA (not NYC)"
41000.0,"Minot, North Dakota, USA"
41000.0,"Mikwaukee, WI"
41000.0,"Madison, AL, USA"
41000.0,"Cape Cod, MA, USA"
41000.0,Buffalo/NY/America
40875.0,High Point NC USA
40796.2025,"Bristol, United Kingdom"
40700.0,"Okemos, MI USA"
40666.6666666667,"Topeka, Kansas, USA"
40566.6666666667,"Ames, IA"
40553.8571428571,Evansville/IN/USA
40540.0,"Suffolk County, NY, USA"
40449.25,"Leicester, UK"
40395.82,Scarborough
40320.0,"Sweden, Europe"
40200.0,"Medina, Ohio, usa"
40120.0,Nantes/France
40000.0,mount olive nc usa
40000.0,"Shawnee, Oklahoma"
40000.0,"Saint Augustine, Florida"
40000.0,Rural Iowa
40000.0,"Robbins, IL, USA"
40000.0,"Provo, UT"
40000.0,"Provincetown MA, USA"
40000.0,Pikeville Kentucky USA
40000.0,Paragould ar usa
40000.0,"Ottawa, ON, CA"
40000.0,"Olney, MD"
40000.0,"Norcross,Georgia USA"
40000.0,MSP/MN/USA
40000.0,"Lindon , ut"
40000.0,"Lenox, Iowa USA"
40000.0,"Lacey, WA, USA"
40000.0,Kazakhstan
40000.0,"Jericho, NY, USA"
40000.0,"Islip, NY"
40000.0,"Hurricane, West Virginia"
40000.0,Hsinchu/Taiwan
40000.0,"Grinnell, IA"
40000.0,"Great Falls MT, USA"
40000.0,"Brandenton, Florida, USA"
40000.0,Belgrade/Montana/USA
40000.0,Angleton Texas USA
40000.0,"Algonquin, IL, USA"
39960.0,Massillon Ohio
39917.5,"Arcata, CA US"
39867.0,Leicester
39848.1625,"Belfast, Northern Ireland"
39800.0,"Schenectady, NY"
39760.0,"Kennett Square, PA"
39730.0,"Bedfordshire, UK"
39720.0,"Kennesaw, Georgia United States"
39648.0,"Cuxhaven, Germany"
39600.0,McDonough Georgia
39560.0,Grayling/MI/USA
39520.0,Saratoga CA
39500.0,"Layton, Utah, United States"
39500.0,"Duval County, Florida, USA"
39400.0,Windsor Ontario Canada
39400.0,"La Vista, NE"
39285.5,Athens/Georgia/USA
39250.0,"McAlester, Oklahoma, USA"
39248.0,"Strasbourg, France"
39200.0,"Nisku, AB, Canada"
39160.0,Nova Scotia
39040.0,"Port Coquitlam, BC, Canada"
39032.0,"Nova Scotia, Canada"
39000.0,"Yucaipa, CA"
39000.0,"Sellersburg, Indiana"
39000.0,Oviedo florida usa
39000.0,Oswego NY US
39000.0,"Orlandonl, Florida"
39000.0,"Mcpherson Kansas, USA"
39000.0,"Houston Metro, TX"
39000.0,"Hampstead, North Carolina, USA"
38940.0,Finland/Helsinki
38833.3333333333,SC
38600.0,Lake Waccamaw/NC/USA
38500.0,"Stuart, FL, USA"
38500.0,"Macon, Georgia"
38447.0,LA
38360.0,"Kent, United Kingdom"
38360.0,Dorset UK
38204.0,Agoura Hills/CA/USA
38126.0,"Aberdeen Proving Ground, MD, USA"
38125.0,"Elgin, IL, USA"
38000.0,hopewell junction/new york/ united states
38000.0,"Wisconsin Dells, Wi, USA"
38000.0,"Waukegan, IL, USA"
38000.0,Scottsdale AZ. United States
38000.0,STL MO USA
38000.0,SOUDERTON/PA/USA
38000.0,SLO/CA/USA
38000.0,Moncton New Brunswick
38000.0,"Lake bluff, il, usa"
38000.0,"Jefderson City, Missouri, USA"
38000.0,"Delaware, Ohio, USA"
38000.0,"Clyde, OH, USA"
38000.0,Bergen County NJ
37772.0,Minooka/IL/USA
37600.0,"London, ON"
37500.0,"Rome City, Indiana, USA"
37450.0,"Zeeland, MI U.S."
37446.6666666667,Cheltenham
37445.75,"Moorhead, MN, USA"
37440.0,Hebron Kentucky
37406.0,"Malaga, Spain"
37390.0,"Lisbon, Portugal"
37332.5,North East England
37025.0,"Stockholm, Sweden"
37000.0,Wollongong/NSW/Australia
37000.0,St Louis Metro area
37000.0,Perth Aus
37000.0,Perth
37000.0,"Palm Bay, FL US (remotely working for Texas office)"
37000.0,"Mattoon, IL"
37000.0,"Macon, GA, United States"
37000.0,"Hingham, MA"
37000.0,"Hampton, NH, US"
37000.0,"Fountain Hills, AZ, USA"
37000.0,"East Palo Alto, CA, USA"
37000.0,"Dolgeville, NY USA"
36990.0,Hemel Hempstead/Hertfordshire/UK
36875.0,"Madrid, Spain"
36816.0,Turku/Finland
36800.0,"Medium Sized city, Ontario, Canada"
36720.0,Kitchener
36630.0,Dunedin New Zealand
36607.14,Eindhoven
36580.0,Sofia/Bulgaria
36500.0,Midcoast/Maine/USA
36400.0,Quebec/quebec/Canada
36305.0,"Hampshire, England"
36305.0,"Exeter, UK"
36300.0,"Colchester, CT, USA"
36123.6,"Normal, Illinois, USA"
36000.0,"Red Deer, AB, Canada"
36000.0,Ft Myers FL
36000.0,"Elizabeth, NJ, USA"
36000.0,"Crestwood, IL"
35620.0,"Street, Somerset, United Kingdom"
35609.0,Houma / LA / USA
35500.0,"Juneau, AK"
35438.35,"Stuttgart, Germany"
35400.0,"Bologna, Italy"
35375.0,Brevard County FL
35360.0,Cape May/New Jersey/USA
35220.0,Salmon ID USA
35140.0,"Fort Smith, AR, USA"
35100.0,"Moscow, Russia"
35081.4,"zagreb, croatia"
35026.6666666667,"Tasmania, Australia"
35010.0,Turkey
35000.0,"West Coast, United States"
35000.0,"Very Rural, Texas"
35000.0,Tegucigalpa /Francisco Morazan/Honduras
35000.0,"Shawnee, Kansas"
35000.0,San Juan / Puerto Rico / USA
35000.0,"Salem, Massachusetts"
35000.0,"Normal, IL"
35000.0,"Minster, Ohio, USA"
35000.0,Lot Angeles/ California/ USA
35000.0,"Jersey Shore, NJ (north NJ has a more NYC COL; south NJ does not)"
35000.0,Hicksville/ny/usa
35000.0,Dunlap tn
35000.0,"Denison, TX USA"
35000.0,"Columbia, South Carolina, USA"
35000.0,"Calais, Maine, United States"
34978.69,"South Africa, Johannesburg"
34701.415,"Leeds, West Yorkshire, UK"
34700.0,Williston/ND/USA
34505.0,Gothernburg/Sweden
34400.0,Oskaloosa/Iowa/USA
34400.0,"Lethbridge, Alberta, Canada"
34400.0,"Jackson, MI"
34400.0,Chilliwack
34320.0,"DC suburb, Maryland"
34250.0,"Stafford, UK"
34250.0,Southern Indiana
34220.0,Bologna/Bologna/Italy
34200.0,"Iselin, New Jersey, USA"
34000.0,"Port Saint Lucie, FL"
34000.0,"North Bay, California, USA"
34000.0,Hopkinsville
34000.0,Fargo
34000.0,Cooperstown/NY/USA
33925.0,Malta
33907.5,Cardiff
33885.3333333333,"Belgrade, Serbia"
33800.0,"Clemson, SC, United States"
33600.0,"Dana Point, CA, USA"
33600.0,"Bangor, ME"
33499.5,Fayetteville Ga usa
33390.0,Minot ND USA
33325.0,"Sanford, ME"
33280.0,"Belleville, Ontario, Canada"
33200.0,"Vaughan, Ontario, Canada"
33113.0,"Bensalem, PA, USA"
33040.0,Löbau/Germany
33040.0,"Bucharest, Romania"
33040.0,"Boulogne-sur-Mer, France"
33000.0,"corte madera, ca, usa"
33000.0,Rincon/GA/USA
33000.0,"Pomona, California, USA"
33000.0,"Odessa, Texas, United states"
33000.0,"Northfield, Minnesota, USA"
33000.0,"Logan, Utah, United States"
33000.0,"Homer Glen, IL, USA"
33000.0,"East Bay, CA"
33000.0,Bullhead City Arizona
32906.6666666667,"Clifton Park, NY. USA"
32880.0,"Tunbridge wells, kent, uk"
32880.0,"Lancashire, UK"
32880.0,"High Wycombe, UK"
32880.0,"Cornwall, UK"
32560.0,Adelaide SA
32500.0,"Hammond, Louisiana"
32406.0,"Methuen, MA, USA"
32232.0,"Omaha, NE, United States"
32195.0,"Sheffield, United Kingdom"
32136.0,"Butler, PA USA"
32105.9,Romania
32000.0,anon/MS/USA
32000.0,"Seattle area, WA, USA"
32000.0,Pompton Lakes/NJ/USA
32000.0,"Pinehurst, NC 28374"
32000.0,"Olathe, KS, USA"
32000.0,Lake Orion/MI/USA
32000.0,"Cranston, RI USA"
31900.0,"Kirksville, MO"
31860.0,"Passau, Germany"
31823.0,"Spring Hill, FL"
31678.0,"Hagerstown, MD USA"
31512.0,Marion indiana
31510.0,"St Albans, UK"
31510.0,"Office is London, I work from home"
31510.0,East England
31300.0,"Colville, WA, USA"
31200.0,"greater Springfield, MA, USA metro area"
31200.0,Puerto Rico
31200.0,"Port Townsend, WA, USA"
31000.0,Wickliffe Ohio USA
31000.0,"Utah, United States"
31000.0,"Parkersburg, WV Wood"
31000.0,"Mesa, Az, Maricopa"
31000.0,"Lancaser, PA USA"
31000.0,Great lakes Illinois usa
31000.0,"Eau Claire, WI"
30962.0,"Aylesbury, Buckinghamshire, UK"
30825.0,"Surrey, England"
30650.0,"Kennebunk, ME USA"
30576.0,"Suzu, Ishikawa Prefecture, Japan"
30500.0,Coastal Virginia
30480.0,"Thunder Bay, Ontario, Canada"
30400.0,Vernon/BC/Canada
30377.0,Mornington/Victoria/Australia
30140.0,Croydon
30000.0,Srlington Heights (Chicago) IL
30000.0,"South Georgia, USA"
30000.0,"Reno, NV, United States"
30000.0,"Prescott, AZ"
30000.0,Ocala FL
30000.0,"Oak Harbor, WA, USA"
30000.0,"North bethesda, MD USA"
30000.0,"New Ulm, MN, USA"
30000.0,New Olrenas LA
30000.0,Longmeadow/MA/01106
30000.0,"La Vista, NE, USA"
30000.0,"Jackson,TN"
30000.0,"Endicott, NY USA"
30000.0,Eastern Europe
30000.0,"Belleville, MI, USA"
30000.0,"Asbury Park, NJ"
29904.8166666667,"Liverpool, England"
29764.0,Newton/ia/usa
29700.0,"Stillwater, Oklahoma, United States"
29686.0,Dalton/Georgia/USA
29640.0,"Wichita Falls, TX, USA"
29600.0,"Red deer, Alberta, Canada"
29500.0,Killeen/TX/USA
29320.0,"Johnstown, PA United States"
29104.0,Carman/Manitoba/Canada
29000.0,"Norman, OK, United States"
28896.0,"Huntsville, TX, USA"
28704.0,"Rural Ontario, Canada"
28655.0,"Manitowoc, WI, USA"
28600.0,"Lebano , PA USA"
28320.0,Ieper/West flanders/ Belgium
28250.0,"Eastern NC, USA"
28000.0,"t or c, nm 87901"
28000.0,"Ypsilanti, MI USA"
28000.0,"Wheeling, wv"
28000.0,"Olathe, Kansas, USA"
28000.0,Brockville/Ontario/Canada
28000.0,"Berrien County, MI"
27810.0,Campbellsville/Kentucky/USA
27500.0,Londonderry/New Hampshire/USA
27300.0,Yarmouth/MA/USA
27200.0,Trois-Rivieres/Quebec/Canada
27140.0,"Evry, France"
27000.0,"Shawnee, KS, USA"
27000.0,"Reidsville, NC, USA"
27000.0,"Pompano Beach, FL"
27000.0,Mounds View MN
26880.0,"San Anselmo, California, USA"
26520.0,Rock Springs/WY/USA
26400.0,Muskoka Ontario Canada
26400.0,Cambodia
26349.4,Budapest/Hungary
26160.0,"Swift Current, SK, Canada"
26030.0,Merseyside
26030.0,"Chester, UK"
26000.0,"Panama City, FL"
26000.0,"Lakemoor, Illinois, USA"
26000.0,"Indiana, United States"
25700.0,"Alpine, TX, USA"
25600.0,"Bracebridge ON, Canada"
25411.9666666667,Czech Republic
25345.0,Leicester/Leicestershire/UK
25345.0,Hampshire
25320.0,Florence/SC/US
25000.0,closest to Baltimore/MD/US
25000.0,Palestine
25000.0,Egg Harbor Twp. NJ US
24660.0,Norfolk
24076.0,"Cottonwood, Arizona, USA"
24000.0,St thomas ontario canada
24000.0,Rural Minnesota
24000.0,Online
24000.0,Houston Area/Texas/USA
24000.0,"Highland Park, Illinois, USA"
24000.0,"Gillespie, IL, USA"
23975.0,"Preston, uk"
23975.0,"Harwell, Oxfordshire, UK"
23850.0,"Jonesboro, AR, USA"
23836.0,Skopje/Macedonia
23600.0,"Limassol, Cyprus"
23000.0,"South Texas, USA"
22800.0,"RI, USA"
22500.0,"Skokie, IL, USA"
22303.6,"Cardiff, Wales"
22000.0,Zambia
22000.0,Maldonado/Uruguay
22000.0,Los Cabos Mexico
22000.0,"Lanett, AL, USA"
22000.0,La Grande OR
22000.0,Colombia
21920.0,"Northallerton, North Yorkshire, England"
21920.0,"Essex, UK"
21640.0,"USA, central Virginia"
21600.0,"Nairobi, Kenya"
21175.0,Sioux City Iowa United States
21000.0,Rocklin California USA
21000.0,"Athens, AL"
20891.5,"Gothenburg, Nebraska, US"
20800.0,Dallas Pennsylvania United States
20500.0,Lake Zurich/IL/USA
20400.0,"Whistler, BC"
20000.0,Yorkville/IL/USA
20000.0,"Windsor, ON, Canada"
20000.0,"Utila, Honduras"
20000.0,Rogers ar united states
20000.0,"Mystic, Connecticut, USA"
20000.0,Malaysia
20000.0,Leland MI USA
20000.0,Clover/SC/USA
20000.0,"Carlstadt, NJ, USA"
20000.0,Buena vista/virginia/USA
19900.0,Dalton/GA/USA
19647.5,"Middelburg, Eastern Cape, South Africa"
19500.0,"Three Rivers, MI, United States"
19000.0,Salina/Kansas/United States
19000.0,"Pasadena, Tx USA"
19000.0,"Nampa, Idaho, USA"
18880.0,Bulgaria
18850.0,"Ashland, WI USA"
18720.0,"Adrian, Michigan, USA"
18500.0,"Childers, Queensland, Australia"
18221.0,Belfast
18084.0,"Scunthorpe, North Lincolnshire, England"
18000.0,"Saint-Petersburg, Russia"
18000.0,Norwell/MA/USA
17810.0,"UK, Merseyside."
17640.0,Azerbaijan
17563.57785,"Osaka, Japan"
17400.0,"Perkasie, pa"
17110.0,"Galicia, Spain"
17000.0,"Viborg, South Dakota, USA"
17000.0,"Denali, Alaska, USA"
16792.0,"Moscow, ID, USA"
16500.0,Tuscaloosa/Alabama/USA
15340.0,"Trieste, Italy"
15000.0,"Richmond, IN, USA"
15000.0,Pearl farbor
14840.0,"Lakewood, Wa, USA"
14400.0,"Minsk, Belarus"
14160.0,Meyssac Correze France
13200.0,Jerusalem
12980.0,"freiburg, germany"
12460.8,"Riga, Latvia"
12000.0,"Sudbury, Ontario Canada"
12000.0,St Francis MN
12000.0,"South Elgin, il, usa"
12000.0,Nicaragua
12000.0,"Bladenboro, NC, USA"
10960.0,"North Yorkshire, UK"
10120.0,"Fort St. John, BC, Canada"
10000.0,NAIROBI KENYA EAST AFRICA
10000.0,"Eugene, OR, United States"
10000.0,"Braselton, Ga, USA"
8400.0,Prarie village/Kansas/United States
8136.0,Rome
8111.0,El paso
8000.0,"Isle of Palms, SC, USA"
7500.0,"Smithfield Utah, USA"
7500.0,"Freeport, Illinois, USA"
7500.0,"Augusta County , VA"
7400.0,lismore/NSW/Australia
7000.0,"Thomasville, GA, USA"
6372.0,"Heidelberg, Germany"
6000.0,Turkey / İstanbul
5140.0,Mauritius
5000.0,Topeka/KS/United States
5000.0,Muskogee OK
4800.0,"Danville, PA, USA"
4620.0,Stockholm
3840.0,Mission hills Kansas United States
3000.0,"Putnam, ny, usa"
2240.0,"Republic, Wa, Usa"
1250.0,"Bristow, VA"
1000.0,Compton California
600.0,Wisconsin Rapids/Wisconsin/USA
100.0,"Kennett Sq, PA"
90.0,Dunelle/NJ/United States
88.0,Cabim John Md
50.0,São Paulo/ Brazil
15.276,Earth
15.0,Topsham/Vermont/USA
15.0,"Bartlesville, Ok USA"
0.0,Sequim Washington United States
0.0,"Gardnerville, NV"
